Material,Carbon,Water,Waste,EIS,Risk_Level,image,actual_class
Denim,2.1,10000,0.5,0.3680392156862745,High,1351_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1347_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,431_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1327_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1326_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1250_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1288_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1051_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,421_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1329_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1324_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1047_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1317_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1336_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1321_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1331_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,424_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1350_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1305_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1190_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1355_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1349_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,225_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1307_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1277_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,516_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1313_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1354_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1304_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,15_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1344_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,432_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1340_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,12_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1073_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1348_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1235_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,151_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1318_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1309_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1352_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1346_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1078_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,423_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1072_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,301_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,150_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,422_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,1338_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,226_im_2.png,Denim
Denim,2.1,10000,0.5,0.3680392156862745,High,523_im_2.png,Silk
Denim,2.1,10000,0.5,0.3680392156862745,High,996_im_2.png,Silk
Denim,2.1,10000,0.5,0.3680392156862745,High,487_im_2.png,Terrycloth
Denim,2.1,10000,0.5,0.3680392156862745,High,1557_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,443_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1109_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,11_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1379_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1555_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1297_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1218_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1238_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1383_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1527_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,245_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1554_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1382_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,8_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1236_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,236_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,233_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1511_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1538_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1188_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1384_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1237_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1553_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1219_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1398_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1107_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,442_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1552_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1556_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1376_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1141_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1239_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,1184_im_2.png,Cotton
Denim,2.1,10000,0.5,0.3680392156862745,High,583_im_2.png,Polyester
Denim,2.1,10000,0.5,0.3680392156862745,High,37_im_2.png,Polyester
Denim,2.1,10000,0.5,0.3680392156862745,High,628_im_2.png,Polyester
Denim,2.1,10000,0.5,0.3680392156862745,High,627_im_2.png,Polyester
Denim,2.1,10000,0.5,0.3680392156862745,High,618_im_2.png,Polyester
Denim,2.1,10000,0.5,0.3680392156862745,High,625_im_2.png,Polyester
Denim,2.1,10000,0.5,0.3680392156862745,High,57_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1437_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1434_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1433_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1438_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1432_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1410_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1430_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1409_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1425_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1439_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1414_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1431_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1405_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1411_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1418_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1424_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1404_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1403_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,1440_im_2.png,Wool
Denim,2.1,10000,0.5,0.3680392156862745,High,947_im_2.png,Crepe
Denim,2.1,10000,0.5,0.3680392156862745,High,950_im_2.png,Crepe
Denim,2.1,10000,0.5,0.3680392156862745,High,951_im_2.png,Crepe
Denim,2.1,10000,0.5,0.3680392156862745,High,591_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,593_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,594_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,354_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1092_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1370_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,596_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,558_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,108_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,588_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,589_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,592_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,353_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,595_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1103_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,587_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1106_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,599_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,584_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,535_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,598_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1104_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,597_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1034_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,242_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,534_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1102_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,549_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,931_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,590_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1537_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,552_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,551_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,107_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1093_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1111_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1095_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1922_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,548_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1105_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1112_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1114_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,241_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,1369_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,547_im_2.png,Blended
Denim,2.1,10000,0.5,0.3680392156862745,High,47_im_2.png,Viscose
Denim,2.1,10000,0.5,0.3680392156862745,High,819_im_2.png,Viscose
Denim,2.1,10000,0.5,0.3680392156862745,High,860_im_2.png,Chenille
Denim,2.1,10000,0.5,0.3680392156862745,High,861_im_2.png,Chenille
Cotton,2.1,10000,0.5,0.3680392156862745,High,1248_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1252_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1041_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1118_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1117_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1085_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1077_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1246_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1259_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1080_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1308_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1138_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1059_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1253_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1046_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1058_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1135_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1254_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1044_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1234_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1278_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1050_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1256_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1322_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1247_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,429_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1191_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1075_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1082_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1192_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1079_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1301_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1057_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1086_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1255_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1279_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1042_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1087_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1251_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1045_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1334_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1136_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1260_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1054_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1067_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1040_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1048_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1341_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1323_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1302_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1049_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1134_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1066_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1139_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1137_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,1286_im_2.png,Denim
Cotton,2.1,10000,0.5,0.3680392156862745,High,784_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1012_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1022_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,489_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,779_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1026_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1013_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1016_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,781_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1017_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,436_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1021_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1006_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,488_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1020_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1010_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1009_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,824_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,823_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,128_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,997_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1019_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1024_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1025_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,130_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1018_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1014_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,522_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1007_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,21_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1023_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,777_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1005_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,129_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1011_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1008_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1015_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,20_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1027_im_2.png,Silk
Cotton,2.1,10000,0.5,0.3680392156862745,High,1029_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1012_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1028_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1013_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1016_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1017_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1033_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1006_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1010_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1009_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,771_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1031_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,770_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1014_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1032_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1007_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,772_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1005_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1011_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1008_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1030_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1015_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,773_im_2.png,Satin
Cotton,2.1,10000,0.5,0.3680392156862745,High,1207_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,461_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1908_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1805_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1449_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1214_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1905_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1203_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,538_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,140_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1215_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1441_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1773_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1445_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1910_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1779_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1901_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1778_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1448_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,460_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1919_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1446_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,141_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1909_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1911_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1447_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1397_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1206_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1204_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1780_im_2.png,Nylon
Cotton,2.1,10000,0.5,0.3680392156862745,High,1396_im_2.png,Nylon
