Material,Carbon,Water,Waste,EIS,Risk_Level,image,predicted_class,final_output,explanation
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1207_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1778_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1448_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,460_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1919_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1446_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,141_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1909_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1911_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1447_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1397_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1206_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1204_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1780_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1396_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1904_im_2.png,Blended,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1442_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1803_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1920_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1896_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1804_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1897_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1898_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1771_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1900_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1902_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1907_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1903_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1770_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1205_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1814_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1815_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,439_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,483_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1450_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1906_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1443_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1444_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,482_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1899_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Nylon,6.4,3000,0.8,0.3545098039215686,Medium,1772_im_2.png,Cotton,Material: Nylon | Risk: Medium | Reason: Moderate impact due to high waste production,Moderate impact due to high waste production
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1611_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,713_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1610_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1592_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1868_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,700_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,525_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1705_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1620_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1710_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1856_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1708_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,447_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,998_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1689_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1916_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,705_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,62_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1709_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1264_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,68_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,53_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,36_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1696_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,762_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,712_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,626_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,378_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,870_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1617_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1588_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1650_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1619_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1706_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,871_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1651_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,908_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,681_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,758_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,703_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1700_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,911_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,711_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,821_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,620_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,621_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,581_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1945_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,517_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1001_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1855_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1914_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1857_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,402_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,907_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,449_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,766_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1866_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1576_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,258_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,710_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,872_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1947_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,665_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1685_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1704_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,619_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,518_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1858_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1583_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1699_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,582_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1646_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,679_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,67_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1702_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,110_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,256_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,88_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,906_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,513_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1608_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1597_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,820_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,583_im_2.png,Denim,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,764_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,501_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,709_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1577_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,514_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,104_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1002_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,37_im_2.png,Denim,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,628_im_2.png,Denim,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,771_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,502_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,627_im_2.png,Denim,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,763_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1687_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1948_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1683_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1596_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1589_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,653_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,284_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,624_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,654_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,655_im_2.png,Blended,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
Polyester,5.5,2700,0.7,0.3096078431372549,Low,1692_im_2.png,Cotton,Material: Polyester | Risk: Low | Reason: Overall low environmental impact,Overall low environmental impact
